image_id,label,split,num_annot,set_id,video_id,frame_id
set00_V011_0010,"0 0.9066710402458082 0.4144877214170692 0.05193236714975864 0.17149758454106287
0 0.9742705891233303 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0010
set00_V011_0011,"0 0.9076604515220942 0.41493055555555547 0.05193236714975846 0.1720611916264091
0 0.9747492962311736 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0011
set00_V011_0012,"0 0.9088170911480532 0.41537338969404186 0.05193236714975864 0.17262479871175535
0 0.9752280033390165 0.41972121578099836 0.04468599033816407 0.16264090177133667
",train,2,set00,V011,0012
set00_V011_0013,"0 0.9101409591236854 0.4158162238325281 0.05193236714975846 0.17318840579710149
0 0.9761060493037793 0.41972121578099836 0.04292989840863868 0.1626409017713366
",train,2,set00,V011,0013
set00_V011_0014,"0 0.9116320554489908 0.41625905797101437 0.05193236714975846 0.17375201288244768
0 0.9769840952685418 0.41972121578099836 0.04117380647911322 0.1626409017713366
",train,2,set00,V011,0014
set00_V011_0015,"0 0.9132903801239696 0.41670189210950076 0.05193236714975846 0.17431561996779396
0 0.9778621412333046 0.41972121578099836 0.03941771454958776 0.1626409017713366
",train,2,set00,V011,0015
set00_V011_0016,"0 0.9151159331486215 0.41714472624798704 0.05193236714975846 0.17487922705314016
",train,1,set00,V011,0016
set00_V011_0017,"0 0.9171087145229466 0.41758756038647343 0.05193236714975846 0.17544283413848644
",train,1,set00,V011,0017
set00_V011_0018,"0 0.9192687242469451 0.41803039452495966 0.05193236714975846 0.17600644122383258
",train,1,set00,V011,0018
set00_V011_0019,"0 0.9215959623206166 0.41847322866344605 0.05193236714975846 0.17657004830917883
",train,1,set00,V011,0019
set00_V011_0020,"0 0.9240904287439613 0.41891606280193233 0.05193236714975846 0.17713365539452502
",train,1,set00,V011,0020
set00_V011_0021,"0 0.9261737620772946 0.41891606280193233 0.05193236714975846 0.17713365539452502
",train,1,set00,V011,0021
set00_V011_0022,"0 0.9282570954106278 0.41891606280193233 0.05193236714975846 0.17713365539452502
",train,1,set00,V011,0022
set00_V011_0023,"0 0.9303404287439613 0.41891606280193233 0.05193236714975846 0.17713365539452502
",train,1,set00,V011,0023
set00_V011_0024,"0 0.9324237620772946 0.41891606280193233 0.05193236714975846 0.17713365539452502
",train,1,set00,V011,0024
set00_V011_0025,"0 0.9345070954106278 0.41891606280193233 0.05193236714975846 0.17713365539452502
",train,1,set00,V011,0025
set00_V012_0462,"0 0.8150152668878166 0.3932813128266989 0.11218335343787685 0.2878970647366304
",train,1,set00,V012,0462
set00_V012_0463,"0 0.810672685464415 0.3935225673502213 0.11218335343787694 0.29063128266988336
",train,1,set00,V012,0463
set00_V012_0464,"0 0.8063301040410131 0.39376382187374354 0.11218335343787685 0.29336550060313626
",train,1,set00,V012,0464
set00_V012_0465,"0 0.8019875226176115 0.3940050763972658 0.11218335343787685 0.2960997185363891
",train,1,set00,V012,0465
set00_V012_0466,"0 0.7976449411942098 0.3942463309207882 0.11218335343787676 0.2988339364696421
",train,1,set00,V012,0466
set00_V012_0467,"0 0.7933023597708081 0.3944875854443105 0.11218335343787685 0.3015681544028949
",train,1,set00,V012,0467
set00_V012_0468,"0 0.7889597783474065 0.3947288399678328 0.11218335343787694 0.3043023723361479
",train,1,set00,V012,0468
set00_V012_0469,"0 0.7846171969240047 0.3949700944913552 0.11218335343787685 0.3070365902694008
",train,1,set00,V012,0469
set00_V012_0470,"0 0.7802746155006031 0.3952113490148774 0.11218335343787685 0.30977080820265374
",train,1,set00,V012,0470
set00_V012_0471,"0 0.7759320340772013 0.3954526035383998 0.11218335343787676 0.31250502613590664
",train,1,set00,V012,0471
set00_V012_0472,"0 0.7715894526537996 0.39569385806192214 0.11218335343787685 0.3152392440691596
",train,1,set00,V012,0472
set00_V012_0473,"0 0.7688150256332931 0.3956134398874147 0.11338962605548844 0.3154000804181745
",train,1,set00,V012,0473
set00_V012_0474,"0 0.7660405986127865 0.3955330217129073 0.11459589867310004 0.31556091676718934
",train,1,set00,V012,0474
set00_V012_0475,"0 0.7632661715922797 0.3954526035383998 0.11580217129071171 0.3157217531162042
",train,1,set00,V012,0475
set00_V012_0476,"0 0.7604917445717732 0.39537218536389235 0.11700844390832331 0.31588258946521913
",train,1,set00,V012,0476
set00_V012_0477,"0 0.7577173175512666 0.3952917671893849 0.1182147165259349 0.316043425814234
",train,1,set00,V012,0477
set00_V012_0478,"0 0.75494289053076 0.3952113490148774 0.11942098914354649 0.3162042621632488
",train,1,set00,V012,0478
set00_V012_0479,"0 0.7521684635102533 0.39513093084037004 0.12062726176115808 0.31636509851226374
",train,1,set00,V012,0479
set00_V012_0480,"0 0.7493940364897468 0.39505051266586266 0.12183353437876976 0.3165259348612786
",train,1,set00,V012,0480
set00_V012_0481,"0 0.7466196094692401 0.3949700944913552 0.12303980699638135 0.3166867712102935
",train,1,set00,V012,0481
set00_V012_0482,"0 0.7438451824487334 0.39488967631684774 0.12424607961399295 0.3168476075593084
",train,1,set00,V012,0482
set00_V012_0483,"0 0.7369694285283475 0.3960959489344593 0.12665862484921606 0.31958182549256126
",train,1,set00,V012,0483
set00_V012_0484,"0 0.7300936746079615 0.39730222155207084 0.12907117008443922 0.32231604342581416
",train,1,set00,V012,0484
set00_V012_0485,"0 0.7232179206875755 0.3985084941696825 0.1314837153196624 0.3250502613590671
",train,1,set00,V012,0485
set00_V012_0486,"0 0.7163421667671895 0.39971476678729395 0.1338962605548856 0.3277844792923199
",train,1,set00,V012,0486
set00_V012_0487,"0 0.7094664128468035 0.40092103940490564 0.1363088057901087 0.3305186972255729
",train,1,set00,V012,0487
set00_V013_0000,"0 0.12550983866103738 0.4880139223964617 0.14354644149577808 0.4985926819461197
",train,1,set00,V013,0000
set00_V013_0001,"0 0.12550983866103738 0.4880139223964617 0.14354644149577808 0.4985926819461197
",train,1,set00,V013,0001
set00_V013_0002,"0 0.12550983866103738 0.4880139223964617 0.14354644149577808 0.4985926819461197
",train,1,set00,V013,0002
set00_V013_0003,"0 0.12092600271411338 0.4883355950944915 0.14234016887816656 0.4985926819461197
",train,1,set00,V013,0003
set00_V013_0004,"0 0.11634216676718939 0.4886572677925212 0.14113389626055498 0.49859268194611966
",train,1,set00,V013,0004
set00_V013_0005,"0 0.11175833082026539 0.48897894049055096 0.13992762364294342 0.4985926819461197
",train,1,set00,V013,0005
set00_V013_0006,"0 0.1071744948733414 0.48930061318858076 0.13872135102533187 0.49859268194611966
",train,1,set00,V013,0006
set00_V013_0007,"0 0.10259065892641737 0.48962228588661044 0.13751507840772031 0.4985926819461196
",train,1,set00,V013,0007
set00_V013_0008,"0 0.09800682297949337 0.4899439585846402 0.13630880579010876 0.4985926819461196
",train,1,set00,V013,0008
set00_V013_0009,"0 0.09342298703256935 0.49026563128266987 0.13510253317249718 0.49859268194611955
",train,1,set00,V013,0009
set00_V013_0010,"0 0.08883915108564534 0.4905873039806997 0.13389626055488565 0.4985926819461196
",train,1,set00,V013,0010
set00_V013_0011,"0 0.08485845144752713 0.4905873039806997 0.12955367913148394 0.4985926819461196
",train,1,set00,V013,0011
set00_V013_0012,"0 0.08087775180940893 0.4905873039806997 0.12521109770808225 0.4985926819461196
0 0.22828426568154409 0.49541239445114593 0.1652593486127865 0.5185363892239646
",train,2,set00,V013,0012
set00_V013_0013,"0 0.07689705217129071 0.4905873039806997 0.12086851628468054 0.4985926819461196
0 0.22035302322074798 0.4958144853236832 0.16375150784077205 0.5156413349416968
",train,2,set00,V013,0013
set00_V013_0014,"0 0.07291635253317251 0.4905873039806997 0.11652593486127885 0.4985926819461196
0 0.21242178075995177 0.4962165761962204 0.1622436670687575 0.5127462806594291
",train,2,set00,V013,0014
set00_V013_0015,"0 0.0689356528950543 0.4905873039806997 0.11218335343787716 0.4985926819461196
0 0.20449053829915567 0.49661866706875757 0.16073582629674307 0.5098512263771613
",train,2,set00,V013,0015
set00_V013_0016,"0 0.06495495325693608 0.4905873039806997 0.10784077201447545 0.4985926819461196
0 0.19655929583835952 0.49702075794129474 0.15922798552472858 0.5069561720948934
",train,2,set00,V013,0016
set00_V013_0017,"0 0.060974253618817864 0.4905873039806997 0.10349819059107375 0.4985926819461196
0 0.1886280533775634 0.4974228488138319 0.15772014475271412 0.5040611178126256
",train,2,set00,V013,0017
set00_V013_0018,"0 0.056993553980699656 0.4905873039806997 0.09915560916767206 0.4985926819461196
0 0.18069681091676726 0.4978249396863692 0.15621230398069963 0.5011660635303579
",train,2,set00,V013,0018
set00_V013_0019,"0 0.05301285434258144 0.4905873039806997 0.09481302774427036 0.4985926819461196
0 0.17276556845597113 0.4982270305589064 0.15470446320868514 0.4982710092480901
",train,2,set00,V013,0019
set00_V013_0020,"0 0.04903215470446323 0.4905873039806997 0.09047044632086866 0.4985926819461196
0 0.16483432599517497 0.49862912143144356 0.15319662243667065 0.49537595496582226
",train,2,set00,V013,0020
set00_V013_0021,"0 0.15832045386007243 0.4976641033373543 0.15199034981905904 0.49537595496582226
",train,1,set00,V013,0021
set00_V013_0022,"0 0.1518065817249699 0.49669908524326506 0.1507840772014475 0.49537595496582226
",train,1,set00,V013,0022
set00_V013_0023,"0 0.14529270958986737 0.4957340671491758 0.1495778045838359 0.49537595496582226
",train,1,set00,V013,0023
set00_V013_0024,"0 0.13877883745476485 0.4947690490550865 0.14837153196622432 0.4953759549658223
",train,1,set00,V013,0024
set00_V013_0025,"0 0.13226496531966236 0.4938040309609973 0.14716525934861277 0.4953759549658223
",train,1,set00,V013,0025
set00_V013_0026,"0 0.12575109318455985 0.492839012866908 0.1459589867310012 0.4953759549658223
",train,1,set00,V013,0026
set00_V013_0027,"0 0.11923722104945732 0.4918739947728187 0.1447527141133896 0.49537595496582226
",train,1,set00,V013,0027
set00_V013_0028,"0 0.11272334891435479 0.4909089766787294 0.14354644149577803 0.49537595496582226
",train,1,set00,V013,0028
set00_V013_0029,"0 0.10620947677925226 0.4899439585846402 0.14234016887816647 0.49537595496582226
",train,1,set00,V013,0029
set00_V013_0030,"0 0.09969560464414973 0.4889789404905509 0.1411338962605549 0.49537595496582226
",train,1,set00,V013,0030
set00_V013_0031,"0 0.09535302322074804 0.48833559509449137 0.13775633293124248 0.49537595496582226
",train,1,set00,V013,0031
set00_V013_0032,"0 0.09101044179734635 0.48769224969843195 0.13437876960193004 0.4953759549658223
",train,1,set00,V013,0032
set00_V013_0033,"0 0.08666786037394465 0.4870489043023724 0.13100120627261766 0.4953759549658223
",train,1,set00,V013,0033
set00_V013_0034,"0 0.08232527895054297 0.4864055589063129 0.12762364294330522 0.49537595496582226
",train,1,set00,V013,0034
set00_V013_0035,"0 0.07798269752714126 0.4857622135102534 0.12424607961399281 0.4953759549658224
",train,1,set00,V013,0035
set00_V013_0036,"0 0.07364011610373958 0.4851188681141939 0.12086851628468041 0.4953759549658224
",train,1,set00,V013,0036
set00_V013_0037,"0 0.06929753468033788 0.4844755227181344 0.11749095295536799 0.4953759549658223
",train,1,set00,V013,0037
set00_V013_0038,"0 0.06495495325693619 0.48383217732207484 0.11411338962605558 0.49537595496582243
",train,1,set00,V013,0038
set00_V013_0039,"0 0.0606123718335345 0.4831888319260153 0.11073582629674315 0.4953759549658224
",train,1,set00,V013,0039
set00_V013_0040,"0 0.0562697904101328 0.4825454865299558 0.10735826296743074 0.4953759549658224
",train,1,set00,V013,0040
set00_V013_0070,"0 0.971148533957461 0.5573343888218737 0.07704337370503092 0.4229995979091274
",train,1,set00,V013,0070
set00_V013_0071,"0 0.9564127022095779 0.5549218435866505 0.08424239778465666 0.4229995979091274
",train,1,set00,V013,0071
set00_V013_0072,"0 0.9416768704616949 0.5525092983514275 0.09144142186428256 0.4229995979091274
",train,1,set00,V013,0072
set00_V013_0073,"0 0.926941038713812 0.5500967531162042 0.09864044594390844 0.42299959790912744
",train,1,set00,V013,0073
set00_V013_0074,"0 0.9122052069659287 0.547684207880981 0.10583947002353417 0.42299959790912733
",train,1,set00,V013,0074
set00_V014_0000,"0 0.9319406702898549 0.4955666264090176 0.10386473429951693 0.49919484702093403
",train,1,set00,V014,0000
set00_V014_0001,"0 0.9319406702898549 0.4955666264090176 0.10386473429951693 0.49919484702093403
",train,1,set00,V014,0001
set00_V014_0002,"0 0.9319406702898549 0.4955666264090176 0.10386473429951693 0.49919484702093403
",train,1,set00,V014,0002
set00_V014_0003,"0 0.9367715881642509 0.4984651771336554 0.10386473429951693 0.4991948470209342
",train,1,set00,V014,0003
set00_V014_0004,"0 0.941602506038647 0.5013637278582931 0.10386473429951693 0.49919484702093425
",train,1,set00,V014,0004
set00_V014_0005,"0 0.9464334239130432 0.5042622785829307 0.10386473429951693 0.4991948470209342
",train,1,set00,V014,0005
set00_V014_0006,"0 0.95066047705314 0.5042622785829307 0.09541062801932353 0.49919484702093403
",train,1,set00,V014,0006
set00_V014_0007,"0 0.9548875301932367 0.5042622785829307 0.08695652173913011 0.49919484702093403
",train,1,set00,V014,0007
set00_V014_0059,"0 0.8143746447854504 0.38457915586222413 0.04143799730036939 0.15683806508714598
",train,1,set00,V014,0059
set00_V014_0060,"0 0.8154817301316662 0.38489817676265353 0.04163928554513588 0.15767613708124148
",train,1,set00,V014,0060
set00_V014_0061,"0 0.816588815477882 0.38521719766308293 0.04184057378990245 0.15851420907533703
",train,1,set00,V014,0061
set00_V014_0062,"0 0.8176959008240978 0.3855362185635124 0.042041862034668843 0.1593522810694326
",train,1,set00,V014,0062
set00_V014_0063,"0 0.8188029861703137 0.38585523946394173 0.04224315027943542 0.1601903530635281
",train,1,set00,V014,0063
set00_V014_0064,"0 0.8199100715165294 0.3861742603643712 0.04244443852420199 0.16102842505762366
",train,1,set00,V014,0064
set00_V014_0065,"0 0.8210171568627452 0.3864932812648006 0.042645726768968474 0.1618664970517192
",train,1,set00,V014,0065
set00_V014_0066,"0 0.822124242208961 0.38681230216523 0.04284701501373505 0.16270456904581476
",train,1,set00,V014,0066
set00_V014_0067,"0 0.8232313275551768 0.38713132306565945 0.043048303258501446 0.1635426410399103
",train,1,set00,V014,0067
set00_V014_0068,"0 0.8243384129013926 0.38745034396608885 0.043249591503268014 0.1643807130340059
",train,1,set00,V014,0068
set00_V014_0069,"0 0.8254454982476084 0.38776936486651825 0.04345087974803459 0.1652187850281014
",train,1,set00,V014,0069
set00_V014_0070,"0 0.826552583593824 0.38808838576694776 0.043652167992800986 0.16605685702219694
",train,1,set00,V014,0070
set00_V014_0071,"0 0.8276596689400398 0.3884074066673771 0.04385345623756756 0.1668949290162925
",train,1,set00,V014,0071
set00_V014_0072,"0 0.8287667542862556 0.38872642756780657 0.04405474448233413 0.16773300101038804
",train,1,set00,V014,0072
set00_V014_0073,"0 0.8298738396324712 0.38904544846823597 0.044256032727100526 0.1685710730044836
",train,1,set00,V014,0073
set00_V014_0074,"0 0.830980924978687 0.38936446936866537 0.0444573209718671 0.16940914499857912
0 0.8736341753891577 0.39923454553587395 0.03717122920021492 0.15709429235999284
",train,2,set00,V014,0074
set00_V014_0075,"0 0.8320880103249032 0.38968349026909477 0.04465860921663367 0.17024721699267467
0 0.875278029388084 0.3998607756307031 0.03764090177133675 0.15834675254965108
",train,2,set00,V014,0075
set00_V014_0076,"0 0.8331950956711188 0.3900025111695242 0.04485989746140007 0.17108528898677022
0 0.8769218833870103 0.4004870057255322 0.03811057434245857 0.15959921273930935
",train,2,set00,V014,0076
set00_V014_0077,"0 0.8343021810173346 0.3903215320699536 0.04506118570616664 0.17192336098086572
0 0.8785657373859369 0.4011132358203613 0.0385802469135804 0.16085167292896763
",train,2,set00,V014,0077
set00_V014_0078,"0 0.8354092663635504 0.39064055297038297 0.04526247395093322 0.17276143297496127
0 0.8802095913848632 0.40173946591519044 0.039049919484702225 0.16210413311862587
",train,2,set00,V014,0078
set00_V014_0079,"0 0.836516351709766 0.3909595738708125 0.045463762195699614 0.17359950496905682
0 0.8818534453837897 0.40236569601001965 0.03951959205582405 0.16335659330828414
",train,2,set00,V014,0079
set00_V014_0080,"0 0.8376234370559819 0.3912785947712418 0.04566505044046618 0.1744375769631524
0 0.8834972993827162 0.40299192610484874 0.03998926462694588 0.16460905349794241
",train,2,set00,V014,0080
set00_V014_0081,"0 0.8394350312588806 0.39178181538315815 0.04566505044046618 0.17530982602380724
0 0.8851411533816425 0.40361815619967784 0.04045893719806753 0.16586151368760066
",train,2,set00,V014,0081
set00_V014_0082,"0 0.8412466254617791 0.39228503599507436 0.04566505044046618 0.1761820750844621
0 0.886785007380569 0.404244386294507 0.040928609769189356 0.16711397387725893
",train,2,set00,V014,0082
set00_V014_0083,"0 0.8430582196646775 0.3927882566069906 0.04566505044046618 0.17705432414511696
0 0.8884288613794955 0.40487061638933614 0.04139828234031118 0.1683664340669172
",train,2,set00,V014,0083
set00_V014_0084,"0 0.844869813867576 0.39329147721890695 0.04566505044046618 0.17792657320577182
0 0.8900727153784219 0.40549684648416523 0.041867954911433004 0.16961889425657545
",train,2,set00,V014,0084
set00_V014_0085,"0 0.8466814080704748 0.39379469783082316 0.04566505044046618 0.17879882226642665
0 0.8917165693773484 0.4061230765789943 0.04233762748255483 0.17087135444623372
",train,2,set00,V014,0085
set00_V014_0086,"0 0.8484930022733732 0.3942979184427395 0.04566505044046618 0.17967107132708152
0 0.8933604233762749 0.40674930667382353 0.04280730005367666 0.172123814635892
",train,2,set00,V014,0086
set00_V014_0087,"0 0.8503045964762717 0.39480113905465575 0.04566505044046618 0.18054332038773638
0 0.8950042773752014 0.4073755367686527 0.04327697262479849 0.17337627482555024
",train,2,set00,V014,0087
set00_V014_0088,"0 0.8521161906791704 0.39530435966657196 0.04566505044046618 0.1814155694483912
0 0.8966481313741277 0.4080017668634818 0.04374664519592031 0.1746287350152085
",train,2,set00,V014,0088
set00_V014_0089,"0 0.8539277848820689 0.3958075802784882 0.04566505044046618 0.18228781850904607
0 0.8982919853730543 0.40862799695831087 0.044216317767042136 0.17588119520486678
",train,2,set00,V014,0089
set00_V014_0090,"0 0.8557393790849673 0.3963108008904045 0.04566505044046618 0.18316006756970094
0 0.8999358393719806 0.40925422705314 0.044685990338163964 0.17713365539452502
",train,2,set00,V014,0090
set00_V014_0091,"0 0.8575509732878658 0.39681402150232076 0.04566505044046618 0.1840323166303558
0 0.9022825248255502 0.4095807613168723 0.04567565754159926 0.17902129182322427
",train,2,set00,V014,0091
set00_V014_0092,"0 0.8593625674907646 0.397317242114237 0.04566505044046618 0.18490456569101063
0 0.9046292102791196 0.40990729558060474 0.046665324745034556 0.18090892825192348
",train,2,set00,V014,0092
set00_V014_0093,"0 0.861174161693663 0.39782046272615335 0.04566505044046618 0.1857768147516655
0 0.906975895732689 0.41023382984433704 0.04765499194846985 0.18279656468062272
",train,2,set00,V014,0093
set00_V014_0094,"0 0.8629857558965615 0.3983236833380695 0.04566505044046618 0.18664906381232035
0 0.9093225811862586 0.41056036410806934 0.04864465915190515 0.18468420110932193
",train,2,set00,V014,0094
set00_V014_0095,"0 0.8647973500994603 0.3988269039499858 0.04566505044046618 0.18752131287297522
0 0.9116692666398282 0.4108868983718017 0.049634326355340624 0.18657183753802115
",train,2,set00,V014,0095
set00_V014_0096,"0 0.8666089443023588 0.39933012456190214 0.04566505044046618 0.18839356193363005
0 0.9140159520933978 0.411213432635534 0.05062399355877592 0.1884594739667204
",train,2,set00,V014,0096
set00_V014_0097,"0 0.8684205385052572 0.39983334517381836 0.04566505044046618 0.1892658109942849
0 0.9163626375469672 0.4115399668992663 0.051613660762211216 0.1903471103954196
",train,2,set00,V014,0097
set00_V014_0098,"0 0.870232132708156 0.4003365657857347 0.04566505044046618 0.19013806005493977
0 0.9187093230005368 0.4118665011629987 0.05260332796564651 0.19223474682411884
",train,2,set00,V014,0098
set00_V014_0099,"0 0.8720437269110545 0.4008397863976509 0.04566505044046618 0.19101030911559463
0 0.9210560084541062 0.412193035426731 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0099
set00_V014_0100,"0 0.8738553211139529 0.40134300700956715 0.04566505044046618 0.19188255817624947
0 0.9237188965260016 0.4124466438145306 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0100
set00_V014_0101,"0 0.8756669153168514 0.4018462276214834 0.04566505044046618 0.19275480723690433
0 0.926381784597897 0.41270025220233014 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0101
set00_V014_0102,"0 0.8774785095197501 0.4023494482333997 0.04566505044046618 0.1936270562975592
0 0.9290446726697925 0.41295386059012973 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0102
set00_V014_0103,"0 0.8792901037226486 0.40285266884531595 0.04566505044046618 0.19449930535821403
0 0.9317075607416879 0.41320746897792926 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0103
set00_V014_0104,"0 0.881101697925547 0.40335588945723216 0.04566505044046618 0.1953715544188689
0 0.9343704488135833 0.41346107736572885 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0104
set00_V014_0105,"0 0.8839700554134698 0.4036074997631903 0.04641988135834066 0.19667992800985115
0 0.9370333368854787 0.4137146857535284 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0105
set00_V014_0106,"0 0.8868384129013924 0.4038591100691485 0.04717471227621495 0.19798830160083344
0 0.9396962249573741 0.413968294141328 0.05359299516908181 0.1941223832528181
",train,2,set00,V014,0106
set00_V014_0107,"0 0.8897067703893152 0.40411072037510665 0.04792954319408942 0.19929667519181576
0 0.9423591130292697 0.41422190252912755 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0107
set00_V014_0108,"0 0.892575127877238 0.40436233068106475 0.04868437411196389 0.20060504878279808
0 0.9450220011011651 0.4144755109169271 0.05359299516908181 0.19412238325281805
",train,2,set00,V014,0108
set00_V014_0109,"0 0.8954434853651606 0.40461394098702286 0.04943920502983819 0.20191342237378032
0 0.9476848891730605 0.4147291193047267 0.05359299516908181 0.1941223832528181
",train,2,set00,V014,0109
set00_V014_0110,"0 0.8983118428530834 0.404865551292981 0.050194035947712656 0.20322179596476264
0 0.9503477772449561 0.41498272769252625 0.05359299516908198 0.1941223832528181
",train,2,set00,V014,0110
set00_V014_0111,"0 0.901180200341006 0.4051171615989392 0.05094886686558695 0.20453016955574488
0 0.9530106653168513 0.4152363360803258 0.053592995169081906 0.19412238325281808
",train,2,set00,V014,0111
set00_V014_0112,"0 0.9040485578289288 0.4053687719048973 0.05170369778346143 0.2058385431467272
0 0.956771388356067 0.41616226200625167 0.053062911456853004 0.19549657020618233
",train,2,set00,V014,0112
set00_V014_0113,"0 0.9069169153168515 0.40562038221085533 0.052458528701335896 0.20714691673770952
0 0.9605321113952828 0.4170881879321777 0.0525328277446242 0.1968707571595467
",train,2,set00,V014,0113
set01_V000_0078,"0 0.8534898990506936 0.42177232322361996 0.03256936067551255 0.1569303233959447
0 0.6304555563932449 0.41515505629272215 0.04607961399276235 0.1566546039404905
",train,2,set01,V000,0078
set01_V000_0079,"0 0.8562470936052343 0.42108302458498476 0.03256936067551255 0.158308920673215
0 0.6313602608564537 0.4148065775365233 0.04636107760353845 0.15820935531430097
",train,2,set01,V000,0079
set01_V000_0080,"0 0.859004288159775 0.4203937259463495 0.03256936067551255 0.15968751795048544
0 0.6322649653196623 0.41445809878032436 0.046642541214314465 0.15976410668811145
",train,2,set01,V000,0080
set01_V000_0081,"0 0.8617614827143161 0.4197044273077144 0.03256936067551255 0.16106611522775585
0 0.633169669782871 0.4141096200241255 0.04692400482509047 0.16131885806192195
",train,2,set01,V000,0081
set01_V000_0082,"0 0.8645186772688569 0.4190151286690792 0.03256936067551255 0.16244471250502623
0 0.6340743742460797 0.41376114126792657 0.04720546843586657 0.16287360943573242
",train,2,set01,V000,0082
set01_V000_0083,"0 0.8315412017490953 0.4207843285082429 0.0458383594692398 0.15633293124246078
0 0.8686200041687361 0.41869345597104946 0.03256936067551255 0.16405307599517502
0 0.6349790787092884 0.41341266251172765 0.04748693204664259 0.1644283608095429
",train,3,set01,V000,0083
set01_V000_0084,"0 0.8354012741254526 0.4201409831121834 0.0458383594692398 0.15826296743063933
0 0.8727213310686157 0.41837178327301966 0.03256936067551255 0.16566143948532375
0 0.635883783172497 0.4130641837555288 0.0477683956574186 0.1659831121833534
",train,3,set01,V000,0084
set01_V000_0085,"0 0.8392613465018095 0.4194976377161239 0.0458383594692398 0.1601930036188179
0 0.876822657968495 0.41805011057499 0.03256936067551255 0.16726980297547253
0 0.6367884876357057 0.41271570499932986 0.048049859268194606 0.16753786355716388
",train,3,set01,V000,0085
set01_V000_0086,"0 0.8431214188781667 0.41885429232006444 0.0458383594692398 0.16212303980699647
0 0.8809239848683742 0.41772843787696023 0.03256936067551255 0.16887816646562132
0 0.6376931920989146 0.412367226243131 0.04833132287897071 0.16909261493097436
",train,3,set01,V000,0086
set01_V000_0087,"0 0.8469814912545236 0.4182109469240049 0.0458383594692398 0.16405307599517496
0 0.8850253117682538 0.41740676517893044 0.03256936067551255 0.17048652995577013
0 0.6385978965621232 0.41201874748693207 0.04861278648974672 0.17064736630478486
",train,3,set01,V000,0087
set01_V000_0088,"0 0.8508415636308808 0.4175676015279453 0.0458383594692398 0.16598311218335346
0 0.8891266386681331 0.4170850924809007 0.03256936067551255 0.1720948934459189
0 0.6395026010253319 0.41167026873073315 0.04889425010052273 0.17220211767859533
",train,3,set01,V000,0088
set01_V001_0113,"0 0.8461636863561994 0.4168226413481637 0.028116710390534295 0.15639169857688184
",train,1,set01,V001,0113
set01_V001_0114,"0 0.8490015723547952 0.4172667449024831 0.02838070520820839 0.1571461875925086
",train,1,set01,V001,0114
set01_V001_0115,"0 0.8519359507288673 0.41746504919800836 0.0286479403186279 0.15838729638788268
",train,1,set01,V001,0115
set01_V001_0116,"0 0.8549668214784163 0.41766210880907334 0.028918415721793347 0.1596259158143362
",train,1,set01,V001,0116
set01_V001_0117,"0 0.8580941846034418 0.4178579237356781 0.02919213141770438 0.16086204587186917
",train,1,set01,V001,0117
set01_V001_0118,"0 0.8613180401039444 0.4180524939778226 0.029469087406361363 0.16209568656048165
",train,1,set01,V001,0118
set01_V001_0119,"0 0.8646383879799235 0.41824581953550677 0.02974928368776375 0.16332683788017346
",train,1,set01,V001,0119
set01_V001_0120,"0 0.8680552282313795 0.4184379004087307 0.030032720261912085 0.1645554998309447
",train,1,set01,V001,0120
set01_V001_0121,"0 0.8715685608583119 0.41862873659749433 0.030319397128806182 0.1657816724127955
",train,1,set01,V001,0121
set01_V001_0122,"0 0.8751783858607212 0.4188183281017977 0.030609314288445866 0.16700535562572577
",train,1,set01,V001,0122
set01_V001_0123,"0 0.8788847032386076 0.41900667492164084 0.030902471740831317 0.16822654946973542
",train,1,set01,V001,0123
set01_V001_0124,"0 0.8826875129919703 0.4191937770570237 0.031198869485962358 0.16944525394482454
",train,1,set01,V001,0124
set01_V001_0125,"0 0.8865868151208098 0.41937963450794624 0.031498507523839335 0.1706614690509932
",train,1,set01,V001,0125
set01_V001_0126,"0 0.8905826096251261 0.41956424727440855 0.031801385854461905 0.1718751947882413
",train,1,set01,V001,0126
set01_V001_0127,"0 0.8946748965049193 0.4197476153564105 0.03210750447783024 0.17308643115656874
",train,1,set01,V001,0127
set01_V001_0128,"0 0.8988636757601889 0.41992973875395223 0.03241686339394434 0.1742951781559757
",train,1,set01,V001,0128
set01_V001_0129,"0 0.9031489473909353 0.4201106174670337 0.03272946260280403 0.17550143578646213
",train,1,set01,V001,0129
set01_V001_0130,"0 0.9075307113971587 0.4202902514956549 0.03304530210440966 0.176705204048028
",train,1,set01,V001,0130
set01_V001_0131,"0 0.9120089677788589 0.4204686408398158 0.03336438189876088 0.17790648294067335
",train,1,set01,V001,0131
